metric_timestamp,Halle,metric_name,_value
1625495820.5909653,Bieberbau,Bieberbau.alpha.Strom,10.597,
1625495820.5909653,Spechtnest,Spechtnest.beta.Temperatur,101.82,
1625495820.5909653,Spechtnest,Spechtnest.beta.Strom,9.915,
1625495820.5909653,Spechtnest,Spechtnest.gamma.Temperatur,99.92,
1625495820.5909653,Spechtnest,Spechtnest.gamma.Strom,10.586,
1625495820.5909653,Aussenbereich,Aussenbereich.Aussentemperatur,17.0,
1625495820.5909653,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.4,
1625495820.5909653,Aussenbereich,Aussenbereich.Luftdruck,1011.94,
1625495820.5909653,Aussenbereich,Aussenbereich.Wasserdruck,23.844,
1625495821.6718261,Bieberbau,Bieberbau.alpha.Temperatur,101.49000000000001,
1625495821.6718261,Bieberbau,Bieberbau.alpha.Strom,9.885,
1625495821.6718261,Spechtnest,Spechtnest.beta.Temperatur,102.5,
1625495821.6718261,Spechtnest,Spechtnest.beta.Strom,9.644,
1625495821.6718261,Spechtnest,Spechtnest.gamma.Temperatur,99.71000000000001,
1625495821.6718261,Spechtnest,Spechtnest.gamma.Strom,10.507,
1625495821.6718261,Aussenbereich,Aussenbereich.Aussentemperatur,17.0,
1625495821.6718261,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625495821.6718261,Aussenbereich,Aussenbereich.Luftdruck,1011.97,
1625495821.6718261,Aussenbereich,Aussenbereich.Wasserdruck,23.477,
1625495822.7418253,Bieberbau,Bieberbau.alpha.Temperatur,39.27,
1625495822.7418253,Bieberbau,Bieberbau.alpha.Strom,9.959,
1625495822.7418253,Spechtnest,Spechtnest.beta.Temperatur,40.63,
1625495822.7418253,Spechtnest,Spechtnest.beta.Strom,8.882,
1625495822.7418253,Spechtnest,Spechtnest.gamma.Temperatur,43.12,
1625495822.7418253,Spechtnest,Spechtnest.gamma.Strom,9.024,
1625495822.7418253,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625495822.7418253,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625495822.7418253,Aussenbereich,Aussenbereich.Luftdruck,1013.11,
1625495822.7418253,Aussenbereich,Aussenbereich.Wasserdruck,21.846,
1625495911.5125942,Bieberbau,Bieberbau.alpha.Temperatur,41.23,
1625495911.5125942,Bieberbau,Bieberbau.alpha.Strom,9.569,
1625495911.5125942,Spechtnest,Spechtnest.beta.Temperatur,39.76,
1625495911.5125942,Spechtnest,Spechtnest.beta.Strom,9.566,
1625495911.5125942,Spechtnest,Spechtnest.gamma.Temperatur,41.06,
1625495911.5125942,Spechtnest,Spechtnest.gamma.Strom,12.121,
1625495911.5125942,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625495911.5125942,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625495911.5125942,Aussenbereich,Aussenbereich.Luftdruck,1011.28,
1625495911.5125942,Aussenbereich,Aussenbereich.Wasserdruck,24.83,
1625495912.5306764,Bieberbau,Bieberbau.alpha.Temperatur,38.97,
1625495912.5306764,Bieberbau,Bieberbau.alpha.Strom,10.414,
1625495912.5306764,Spechtnest,Spechtnest.beta.Temperatur,39.8,
1625495912.5306764,Spechtnest,Spechtnest.beta.Strom,9.824,
1625495912.5306764,Spechtnest,Spechtnest.gamma.Temperatur,39.76,
1625495912.5306764,Spechtnest,Spechtnest.gamma.Strom,9.645,
1625495912.5306764,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625495912.5306764,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625495912.5306764,Aussenbereich,Aussenbereich.Luftdruck,1011.79,
1625495912.5306764,Aussenbereich,Aussenbereich.Wasserdruck,20.266,
1625495912.577359,Bieberbau,Bieberbau.alpha.Temperatur,40.3,
1625495912.577359,Bieberbau,Bieberbau.alpha.Strom,11.189,
1625495912.577359,Spechtnest,Spechtnest.beta.Temperatur,41.34,
1625495912.577359,Spechtnest,Spechtnest.beta.Strom,11.124,
1625495912.577359,Spechtnest,Spechtnest.gamma.Temperatur,41.51,
1625495912.577359,Spechtnest,Spechtnest.gamma.Strom,12.073,
1625495912.577359,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625495912.577359,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.7,
1625495912.577359,Aussenbereich,Aussenbereich.Luftdruck,1013.93,
1625495912.577359,Aussenbereich,Aussenbereich.Wasserdruck,27.982,
1625495913.5709226,Bieberbau,Bieberbau.alpha.Temperatur,41.3,
1625495913.5709226,Bieberbau,Bieberbau.alpha.Strom,9.931,
1625495913.5709226,Spechtnest,Spechtnest.beta.Temperatur,41.82,
1625495913.5709226,Spechtnest,Spechtnest.beta.Strom,9.901,
1625495913.5709226,Spechtnest,Spechtnest.gamma.Temperatur,41.21,
1625495913.5709226,Spechtnest,Spechtnest.gamma.Strom,10.985,
1625495913.5709226,Aussenbereich,Aussenbereich.Aussentemperatur,17.6,
1625495913.5709226,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625495913.5709226,Aussenbereich,Aussenbereich.Luftdruck,1012.12,
1625495913.5709226,Aussenbereich,Aussenbereich.Wasserdruck,29.93,
1625495913.6341286,Bieberbau,Bieberbau.alpha.Temperatur,39.94,
1625495913.6341286,Bieberbau,Bieberbau.alpha.Strom,10.357,
1625495913.6341286,Spechtnest,Spechtnest.beta.Temperatur,42.39,
1625495913.6341286,Spechtnest,Spechtnest.beta.Strom,10.652,
1625495913.6341286,Spechtnest,Spechtnest.gamma.Temperatur,41.91,
1625495913.6341286,Spechtnest,Spechtnest.gamma.Strom,9.329,
1625495913.6341286,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625495913.6341286,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625495913.6341286,Aussenbereich,Aussenbereich.Luftdruck,1011.38,
1625495913.6341286,Aussenbereich,Aussenbereich.Wasserdruck,34.805,
1625495914.6185858,Bieberbau,Bieberbau.alpha.Temperatur,39.66,
1625495914.6185858,Bieberbau,Bieberbau.alpha.Strom,10.811,
1625495914.6185858,Spechtnest,Spechtnest.beta.Temperatur,41.5,
1625495914.6185858,Spechtnest,Spechtnest.beta.Strom,9.214,
1625495914.6185858,Spechtnest,Spechtnest.gamma.Temperatur,42.69,
1625495914.6185858,Spechtnest,Spechtnest.gamma.Strom,10.79,
1625495914.6185858,Aussenbereich,Aussenbereich.Aussentemperatur,17.3,
1625495914.6185858,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.5,
1625495914.6185858,Aussenbereich,Aussenbereich.Luftdruck,1011.83,
1625495914.6185858,Aussenbereich,Aussenbereich.Wasserdruck,15.311,
1625495916.194451,Bieberbau,Bieberbau.alpha.Temperatur,38.69,
1625495916.194451,Bieberbau,Bieberbau.alpha.Strom,9.178,
1625495916.194451,Spechtnest,Spechtnest.beta.Temperatur,41.81,
1625495916.194451,Spechtnest,Spechtnest.beta.Strom,10.158,
1625495916.194451,Spechtnest,Spechtnest.gamma.Temperatur,39.88,
1625495916.194451,Spechtnest,Spechtnest.gamma.Strom,9.6,
1625495916.194451,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625495916.194451,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.5,
1625495916.194451,Aussenbereich,Aussenbereich.Luftdruck,1010.97,
1625495916.194451,Aussenbereich,Aussenbereich.Wasserdruck,12.304,
1625495917.2568223,Bieberbau,Bieberbau.alpha.Temperatur,40.37,
1625495917.2568223,Bieberbau,Bieberbau.alpha.Strom,9.918,
1625495917.2568223,Spechtnest,Spechtnest.beta.Temperatur,40.49,
1625495917.2568223,Spechtnest,Spechtnest.beta.Strom,10.343,
1625495917.2568223,Spechtnest,Spechtnest.gamma.Temperatur,41.95,
1625495917.2568223,Spechtnest,Spechtnest.gamma.Strom,9.815,
1625495917.2568223,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625495917.2568223,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.5,
1625495917.2568223,Aussenbereich,Aussenbereich.Luftdruck,1010.8,
1625495917.2568223,Aussenbereich,Aussenbereich.Wasserdruck,10.807,
1625495918.317659,Bieberbau,Bieberbau.alpha.Temperatur,40.46,
1625495918.317659,Bieberbau,Bieberbau.alpha.Strom,9.327,
1625495918.317659,Spechtnest,Spechtnest.beta.Temperatur,42.57,
1625495918.317659,Spechtnest,Spechtnest.beta.Strom,8.532,
1625495918.317659,Spechtnest,Spechtnest.gamma.Temperatur,40.63,
1625495918.317659,Spechtnest,Spechtnest.gamma.Strom,10.264,
1625495918.317659,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625495918.317659,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625495918.317659,Aussenbereich,Aussenbereich.Luftdruck,1011.08,
1625495918.317659,Aussenbereich,Aussenbereich.Wasserdruck,36.601,
1625495919.8995008,Bieberbau,Bieberbau.alpha.Temperatur,39.32,
1625495919.8995008,Bieberbau,Bieberbau.alpha.Strom,10.754,
1625495919.8995008,Spechtnest,Spechtnest.beta.Temperatur,39.81,
1625495919.8995008,Spechtnest,Spechtnest.beta.Strom,11.093,
1625495919.8995008,Spechtnest,Spechtnest.gamma.Temperatur,39.53,
1625495919.8995008,Spechtnest,Spechtnest.gamma.Strom,9.441,
1625495919.8995008,Aussenbereich,Aussenbereich.Aussentemperatur,17.2,
1625495919.8995008,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625495919.8995008,Aussenbereich,Aussenbereich.Luftdruck,1012.83,
1625495919.8995008,Aussenbereich,Aussenbereich.Wasserdruck,20.501,
1625495920.9445431,Bieberbau,Bieberbau.alpha.Temperatur,40.43,
1625495920.9445431,Bieberbau,Bieberbau.alpha.Strom,12.126,
1625495920.9445431,Spechtnest,Spechtnest.beta.Temperatur,41.3,
1625495920.9445431,Spechtnest,Spechtnest.beta.Strom,10.38,
1625495920.9445431,Spechtnest,Spechtnest.gamma.Temperatur,40.63,
1625495920.9445431,Spechtnest,Spechtnest.gamma.Strom,11.979,
1625495920.9445431,Aussenbereich,Aussenbereich.Aussentemperatur,17.2,
1625495920.9445431,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.7,
1625495920.9445431,Aussenbereich,Aussenbereich.Luftdruck,1010.76,
1625495920.9445431,Aussenbereich,Aussenbereich.Wasserdruck,50.072,
1625495921.9929361,Bieberbau,Bieberbau.alpha.Temperatur,41.81,
1625495921.9929361,Bieberbau,Bieberbau.alpha.Strom,10.477,
1625495921.9929361,Spechtnest,Spechtnest.beta.Temperatur,42.1,
1625495921.9929361,Spechtnest,Spechtnest.beta.Strom,11.368,
1625495921.9929361,Spechtnest,Spechtnest.gamma.Temperatur,42.25,
1625495921.9929361,Spechtnest,Spechtnest.gamma.Strom,8.476,
1625495921.9929361,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625495921.9929361,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625495921.9929361,Aussenbereich,Aussenbereich.Luftdruck,1011.66,
1625495921.9929361,Aussenbereich,Aussenbereich.Wasserdruck,12.98,
1625495923.4889677,Bieberbau,Bieberbau.alpha.Temperatur,38.7,
1625495923.4889677,Bieberbau,Bieberbau.alpha.Strom,10.515,
1625495923.4889677,Spechtnest,Spechtnest.beta.Temperatur,41.51,
1625495923.4889677,Spechtnest,Spechtnest.beta.Strom,10.44,
1625495923.4889677,Spechtnest,Spechtnest.gamma.Temperatur,40.77,
1625495923.4889677,Spechtnest,Spechtnest.gamma.Strom,10.866,
1625495923.4889677,Aussenbereich,Aussenbereich.Aussentemperatur,16.9,
1625495923.4889677,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.9,
1625495923.4889677,Aussenbereich,Aussenbereich.Luftdruck,1011.79,
1625495923.4889677,Aussenbereich,Aussenbereich.Wasserdruck,22.098,
1625495924.5585191,Bieberbau,Bieberbau.alpha.Temperatur,41.29,
1625495924.5585191,Bieberbau,Bieberbau.alpha.Strom,10.845,
1625495924.5585191,Spechtnest,Spechtnest.beta.Temperatur,40.57,
1625495924.5585191,Spechtnest,Spechtnest.beta.Strom,9.408,
1625495924.5585191,Spechtnest,Spechtnest.gamma.Temperatur,41.6,
1625495924.5585191,Spechtnest,Spechtnest.gamma.Strom,9.382,
1625495924.5585191,Aussenbereich,Aussenbereich.Aussentemperatur,17.4,
1625495924.5585191,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.5,
1625495924.5585191,Aussenbereich,Aussenbereich.Luftdruck,1011.88,
1625495924.5585191,Aussenbereich,Aussenbereich.Wasserdruck,20.645,
1625495925.6192925,Bieberbau,Bieberbau.alpha.Temperatur,42.32,
1625495925.6192925,Bieberbau,Bieberbau.alpha.Strom,10.742,
1625495925.6192925,Spechtnest,Spechtnest.beta.Temperatur,41.5,
1625495925.6192925,Spechtnest,Spechtnest.beta.Strom,9.976,
1625495925.6192925,Spechtnest,Spechtnest.gamma.Temperatur,41.59,
1625495925.6192925,Spechtnest,Spechtnest.gamma.Strom,9.842,
1625495925.6192925,Aussenbereich,Aussenbereich.Aussentemperatur,17.9,
1625495925.6192925,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625495925.6192925,Aussenbereich,Aussenbereich.Luftdruck,1011.92,
1625495925.6192925,Aussenbereich,Aussenbereich.Wasserdruck,33.5,
1625497440.0629203,Bieberbau,Bieberbau.alpha.Temperatur,101.74000000000001,
1625497440.0629203,Bieberbau,Bieberbau.alpha.Strom,9.884,
1625497440.0629203,Spechtnest,Spechtnest.beta.Temperatur,101.02000000000001,
1625497440.0629203,Spechtnest,Spechtnest.beta.Strom,9.395,
1625497440.0629203,Spechtnest,Spechtnest.gamma.Temperatur,101.8,
1625497440.0629203,Spechtnest,Spechtnest.gamma.Strom,9.467,
1625497440.0629203,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625497440.0629203,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.8,
1625497440.0629203,Aussenbereich,Aussenbereich.Luftdruck,1011.14,
1625497440.0629203,Aussenbereich,Aussenbereich.Wasserdruck,24.305,
1625497441.1559603,Bieberbau,Bieberbau.alpha.Temperatur,101.83,
1625497441.1559603,Bieberbau,Bieberbau.alpha.Strom,12.355,
1625497441.1559603,Spechtnest,Spechtnest.beta.Temperatur,104.15,
1625497441.1559603,Spechtnest,Spechtnest.beta.Strom,11.019,
1625497441.1559603,Spechtnest,Spechtnest.gamma.Temperatur,100.86,
1625497441.1559603,Spechtnest,Spechtnest.gamma.Strom,9.059,
1625497441.1559603,Aussenbereich,Aussenbereich.Aussentemperatur,17.0,
1625497441.1559603,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,52.3,
1625497441.1559603,Aussenbereich,Aussenbereich.Luftdruck,1011.86,
1625497441.1559603,Aussenbereich,Aussenbereich.Wasserdruck,26.054,
1625497441.4999208,Bieberbau,Bieberbau.alpha.Temperatur,101.24000000000001,
1625497441.4999208,Bieberbau,Bieberbau.alpha.Strom,10.055,
1625497441.4999208,Spechtnest,Spechtnest.beta.Temperatur,100.63,
1625497441.4999208,Spechtnest,Spechtnest.beta.Strom,10.565,
1625497441.4999208,Spechtnest,Spechtnest.gamma.Temperatur,99.95,
1625497441.4999208,Spechtnest,Spechtnest.gamma.Strom,8.781,
1625497441.4999208,Aussenbereich,Aussenbereich.Aussentemperatur,17.8,
1625497441.4999208,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625497441.4999208,Aussenbereich,Aussenbereich.Luftdruck,1011.28,
1625497441.4999208,Aussenbereich,Aussenbereich.Wasserdruck,33.451,
1625497442.2494953,Bieberbau,Bieberbau.alpha.Temperatur,42.31,
1625497442.2494953,Bieberbau,Bieberbau.alpha.Strom,11.963,
1625497442.2494953,Spechtnest,Spechtnest.beta.Temperatur,40.9,
1625497442.2494953,Spechtnest,Spechtnest.beta.Strom,11.615,
1625497442.2494953,Spechtnest,Spechtnest.gamma.Temperatur,41.64,
1625497442.2494953,Spechtnest,Spechtnest.gamma.Strom,9.513,
1625497442.2494953,Aussenbereich,Aussenbereich.Aussentemperatur,17.2,
1625497442.2494953,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625497442.2494953,Aussenbereich,Aussenbereich.Luftdruck,1013.41,
1625497442.2494953,Aussenbereich,Aussenbereich.Wasserdruck,36.946,
1625497442.5964947,Bieberbau,Bieberbau.alpha.Temperatur,40.3,
1625497442.5964947,Bieberbau,Bieberbau.alpha.Strom,8.882,
1625497442.5964947,Spechtnest,Spechtnest.beta.Temperatur,39.85,
1625497442.5964947,Spechtnest,Spechtnest.beta.Strom,8.431,
1625497442.5964947,Spechtnest,Spechtnest.gamma.Temperatur,40.14,
1625497442.5964947,Spechtnest,Spechtnest.gamma.Strom,10.437,
1625497442.5964947,Aussenbereich,Aussenbereich.Aussentemperatur,17.2,
1625497442.5964947,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.4,
1625497442.5964947,Aussenbereich,Aussenbereich.Luftdruck,1011.99,
1625497442.5964947,Aussenbereich,Aussenbereich.Wasserdruck,52.112,
1625497443.3064568,Bieberbau,Bieberbau.alpha.Temperatur,41.79,
1625497443.3064568,Bieberbau,Bieberbau.alpha.Strom,9.639,
1625497443.3064568,Spechtnest,Spechtnest.beta.Temperatur,41.46,
1625497443.3064568,Spechtnest,Spechtnest.beta.Strom,11.451,
1625497443.3064568,Spechtnest,Spechtnest.gamma.Temperatur,43.45,
1625497443.3064568,Spechtnest,Spechtnest.gamma.Strom,10.794,
1625497443.3064568,Aussenbereich,Aussenbereich.Aussentemperatur,17.6,
1625497443.3064568,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.5,
1625497443.3064568,Aussenbereich,Aussenbereich.Luftdruck,1011.64,
1625497443.3064568,Aussenbereich,Aussenbereich.Wasserdruck,29.796,
1625497443.6484613,Bieberbau,Bieberbau.alpha.Temperatur,42.62,
1625497443.6484613,Bieberbau,Bieberbau.alpha.Strom,11.919,
1625497443.6484613,Spechtnest,Spechtnest.beta.Temperatur,40.5,
1625497443.6484613,Spechtnest,Spechtnest.beta.Strom,9.2,
1625497443.6484613,Spechtnest,Spechtnest.gamma.Temperatur,42.3,
1625497443.6484613,Spechtnest,Spechtnest.gamma.Strom,10.155,
1625497443.6484613,Aussenbereich,Aussenbereich.Aussentemperatur,17.3,
1625497443.6484613,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625497443.6484613,Aussenbereich,Aussenbereich.Luftdruck,1011.37,
1625497443.6484613,Aussenbereich,Aussenbereich.Wasserdruck,21.805,
1625497444.7253907,Bieberbau,Bieberbau.alpha.Temperatur,42.75,
1625497444.7253907,Bieberbau,Bieberbau.alpha.Strom,11.314,
1625497444.7253907,Spechtnest,Spechtnest.beta.Temperatur,41.15,
1625497444.7253907,Spechtnest,Spechtnest.beta.Strom,11.153,
1625497444.7253907,Spechtnest,Spechtnest.gamma.Temperatur,40.71,
1625497444.7253907,Spechtnest,Spechtnest.gamma.Strom,11.076,
1625497444.7253907,Aussenbereich,Aussenbereich.Aussentemperatur,17.2,
1625497444.7253907,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.1,
1625497444.7253907,Aussenbereich,Aussenbereich.Luftdruck,1012.74,
1625497444.7253907,Aussenbereich,Aussenbereich.Wasserdruck,31.834,
1625497446.443892,Bieberbau,Bieberbau.alpha.Temperatur,40.43,
1625497446.443892,Bieberbau,Bieberbau.alpha.Strom,10.339,
1625497446.443892,Spechtnest,Spechtnest.beta.Temperatur,40.09,
1625497446.443892,Spechtnest,Spechtnest.beta.Strom,9.972,
1625497446.443892,Spechtnest,Spechtnest.gamma.Temperatur,38.52,
1625497446.443892,Spechtnest,Spechtnest.gamma.Strom,9.194,
1625497446.443892,Aussenbereich,Aussenbereich.Aussentemperatur,17.2,
1625497446.443892,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.2,
1625497446.443892,Aussenbereich,Aussenbereich.Luftdruck,1013.57,
1625497446.443892,Aussenbereich,Aussenbereich.Wasserdruck,12.129,
1625497447.516799,Bieberbau,Bieberbau.alpha.Temperatur,39.62,
1625497447.516799,Bieberbau,Bieberbau.alpha.Strom,9.759,
1625497447.516799,Spechtnest,Spechtnest.beta.Temperatur,42.54,
1625497447.516799,Spechtnest,Spechtnest.beta.Strom,10.134,
1625497447.516799,Spechtnest,Spechtnest.gamma.Temperatur,41.4,
1625497447.516799,Spechtnest,Spechtnest.gamma.Strom,10.919,
1625497447.516799,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625497447.516799,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.1,
1625497447.516799,Aussenbereich,Aussenbereich.Luftdruck,1012.24,
1625497447.516799,Aussenbereich,Aussenbereich.Wasserdruck,18.588,
1625497448.5766416,Bieberbau,Bieberbau.alpha.Temperatur,40.85,
1625497448.5766416,Bieberbau,Bieberbau.alpha.Strom,11.456,
1625497448.5766416,Spechtnest,Spechtnest.beta.Temperatur,39.97,
1625497448.5766416,Spechtnest,Spechtnest.beta.Strom,8.948,
1625497448.5766416,Spechtnest,Spechtnest.gamma.Temperatur,40.51,
1625497448.5766416,Spechtnest,Spechtnest.gamma.Strom,10.34,
1625497448.5766416,Aussenbereich,Aussenbereich.Aussentemperatur,17.1,
1625497448.5766416,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625497448.5766416,Aussenbereich,Aussenbereich.Luftdruck,1012.08,
1625497448.5766416,Aussenbereich,Aussenbereich.Wasserdruck,7.701,
1625497449.6246116,Bieberbau,Bieberbau.alpha.Temperatur,41.38,
1625497449.6246116,Bieberbau,Bieberbau.alpha.Strom,10.448,
1625497449.6246116,Spechtnest,Spechtnest.beta.Temperatur,42.47,
1625497449.6246116,Spechtnest,Spechtnest.beta.Strom,9.892,
1625497449.6246116,Spechtnest,Spechtnest.gamma.Temperatur,42.66,
1625497449.6246116,Spechtnest,Spechtnest.gamma.Strom,8.762,
1625497449.6246116,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625497449.6246116,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.0,
1625497449.6246116,Aussenbereich,Aussenbereich.Luftdruck,1012.78,
1625497449.6246116,Aussenbereich,Aussenbereich.Wasserdruck,29.543,
1625497451.5129168,Bieberbau,Bieberbau.alpha.Temperatur,40.54,
1625497451.5129168,Bieberbau,Bieberbau.alpha.Strom,9.691,
1625497451.5129168,Spechtnest,Spechtnest.beta.Temperatur,41.15,
1625497451.5129168,Spechtnest,Spechtnest.beta.Strom,10.084,
1625497451.5129168,Spechtnest,Spechtnest.gamma.Temperatur,40.71,
1625497451.5129168,Spechtnest,Spechtnest.gamma.Strom,9.522,
1625497451.5129168,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625497451.5129168,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.8,
1625497451.5129168,Aussenbereich,Aussenbereich.Luftdruck,1011.94,
1625497451.5129168,Aussenbereich,Aussenbereich.Wasserdruck,43.705,
1625497452.5592127,Bieberbau,Bieberbau.alpha.Temperatur,42.21,
1625497452.5592127,Bieberbau,Bieberbau.alpha.Strom,10.265,
1625497452.5592127,Spechtnest,Spechtnest.beta.Temperatur,41.05,
1625497452.5592127,Spechtnest,Spechtnest.beta.Strom,9.657,
1625497452.5592127,Spechtnest,Spechtnest.gamma.Temperatur,42.31,
1625497452.5592127,Spechtnest,Spechtnest.gamma.Strom,9.441,
1625497452.5592127,Aussenbereich,Aussenbereich.Aussentemperatur,17.2,
1625497452.5592127,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.3,
1625497452.5592127,Aussenbereich,Aussenbereich.Luftdruck,1012.45,
1625497452.5592127,Aussenbereich,Aussenbereich.Wasserdruck,20.531,
1625497453.609787,Bieberbau,Bieberbau.alpha.Temperatur,41.74,
1625497453.609787,Bieberbau,Bieberbau.alpha.Strom,10.14,
1625497453.609787,Spechtnest,Spechtnest.beta.Temperatur,40.95,
1625497453.609787,Spechtnest,Spechtnest.beta.Strom,11.375,
1625497453.609787,Spechtnest,Spechtnest.gamma.Temperatur,41.98,
1625497453.609787,Spechtnest,Spechtnest.gamma.Strom,9.651,
1625497453.609787,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625497453.609787,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,50.6,
1625497453.609787,Aussenbereich,Aussenbereich.Luftdruck,1012.24,
1625497453.609787,Aussenbereich,Aussenbereich.Wasserdruck,18.563,
1625497454.6575305,Bieberbau,Bieberbau.alpha.Temperatur,41.17,
1625497454.6575305,Bieberbau,Bieberbau.alpha.Strom,9.439,
1625497454.6575305,Spechtnest,Spechtnest.beta.Temperatur,42.19,
1625497454.6575305,Spechtnest,Spechtnest.beta.Strom,11.446,
1625497454.6575305,Spechtnest,Spechtnest.gamma.Temperatur,41.81,
1625497454.6575305,Spechtnest,Spechtnest.gamma.Strom,10.906,
1625497454.6575305,Aussenbereich,Aussenbereich.Aussentemperatur,17.1,
1625497454.6575305,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,52.0,
1625497454.6575305,Aussenbereich,Aussenbereich.Luftdruck,1012.45,
1625497454.6575305,Aussenbereich,Aussenbereich.Wasserdruck,32.246,
1625497456.0582633,Bieberbau,Bieberbau.alpha.Temperatur,40.73,
1625497456.0582633,Bieberbau,Bieberbau.alpha.Strom,9.261,
1625497456.0582633,Spechtnest,Spechtnest.beta.Temperatur,39.74,
1625497456.0582633,Spechtnest,Spechtnest.beta.Strom,11.556,
1625497456.0582633,Spechtnest,Spechtnest.gamma.Temperatur,41.11,
1625497456.0582633,Spechtnest,Spechtnest.gamma.Strom,7.793,
1625497456.0582633,Aussenbereich,Aussenbereich.Aussentemperatur,17.0,
1625497456.0582633,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,49.7,
1625497456.0582633,Aussenbereich,Aussenbereich.Luftdruck,1011.57,
1625497456.0582633,Aussenbereich,Aussenbereich.Wasserdruck,33.875,
1625497457.1291118,Bieberbau,Bieberbau.alpha.Temperatur,40.35,
1625497457.1291118,Bieberbau,Bieberbau.alpha.Strom,10.52,
1625497457.1291118,Spechtnest,Spechtnest.beta.Temperatur,42.07,
1625497457.1291118,Spechtnest,Spechtnest.beta.Strom,11.4,
1625497457.1291118,Spechtnest,Spechtnest.gamma.Temperatur,42.0,
1625497457.1291118,Spechtnest,Spechtnest.gamma.Strom,9.673,
1625497457.1291118,Aussenbereich,Aussenbereich.Aussentemperatur,17.5,
1625497457.1291118,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,49.9,
1625497457.1291118,Aussenbereich,Aussenbereich.Luftdruck,1012.32,
1625497457.1291118,Aussenbereich,Aussenbereich.Wasserdruck,34.298,
1625497458.1773343,Bieberbau,Bieberbau.alpha.Temperatur,39.77,
1625497458.1773343,Bieberbau,Bieberbau.alpha.Strom,11.068,
1625497458.1773343,Spechtnest,Spechtnest.beta.Temperatur,41.35,
1625497458.1773343,Spechtnest,Spechtnest.beta.Strom,10.241,
1625497458.1773343,Spechtnest,Spechtnest.gamma.Temperatur,40.44,
1625497458.1773343,Spechtnest,Spechtnest.gamma.Strom,10.481,
1625497458.1773343,Aussenbereich,Aussenbereich.Aussentemperatur,17.7,
1625497458.1773343,Aussenbereich,Aussenbereich.Luftfeuchtigkeit,51.5,
1625497458.1773343,Aussenbereich,Aussenbereich.Luftdruck,1012.02,
1625497458.1773343,Aussenbereich,Aussenbereich.Wasserdruck,21.83,
1625497459.2299294,Bieberbau,Bieberbau.alpha.Temperatur,42.18,
